year,month,day,amount
2019,6,14,410
2019,6,13,315
2019,6,12,337
2019,6,11,292
2019,6,10,321
2019,6,9,0
2019,6,8,0
2019,6,7,0
2019,6,6,392
2019,6,5,308
2019,6,4,287
2019,6,3,360
2019,6,2,0
2019,6,1,0
2019,5,31,455
2019,5,30,368
2019,5,29,328
2019,5,28,317
2019,5,27,396
2019,5,26,0
2019,5,25,0
2019,5,24,453
2019,5,23,382
2019,5,22,356
2019,5,21,338
2019,5,20,438
2019,5,19,0
2019,5,18,0
2019,5,17,508
2019,5,16,405
2019,5,15,419
2019,5,14,361
2019,5,13,469
2019,5,12,0
2019,5,11,0
2019,5,10,517
2019,5,9,386
2019,5,8,336
2019,5,7,343
2019,5,6,294
2019,5,5,318
2019,5,4,0
2019,5,3,0
2019,5,2,0
2019,5,1,0
2019,4,30,468
2019,4,29,464
2019,4,28,434
2019,4,27,0
2019,4,26,488
2019,4,25,429
2019,4,24,430
2019,4,23,394
2019,4,22,446
2019,4,21,0
2019,4,20,0
2019,4,19,485
2019,4,18,363
2019,4,17,379
2019,4,16,337
2019,4,15,397
2019,4,14,0
2019,4,13,0
2019,4,12,455
2019,4,11,360
2019,4,10,325
2019,4,9,294
2019,4,8,297
2019,4,7,0
2019,4,6,0
2019,4,5,0
2019,4,4,341
2019,4,3,298
2019,4,2,279
2019,4,1,285
2019,3,31,0
2019,3,30,0
2019,3,29,372
2019,3,28,276
2019,3,27,242
2019,3,26,220
2019,3,25,303
2019,3,24,0
2019,3,23,0
2019,3,22,336
2019,3,21,255
2019,3,20,275
2019,3,19,217
2019,3,18,263
2019,3,17,0
2019,3,16,0
2019,3,15,273
2019,3,14,214
2019,3,13,214
2019,3,12,206
2019,3,11,222
2019,3,10,0
2019,3,9,0
2019,3,8,252
2019,3,7,181
2019,3,6,190
2019,3,5,171
2019,3,4,198
2019,3,3,0
2019,3,2,0
2019,3,1,225
2019,2,28,201
2019,2,27,194
2019,2,26,219
2019,2,25,222
2019,2,24,0
2019,2,23,0
2019,2,22,219
2019,2,21,185
2019,2,20,167
2019,2,19,173
2019,2,18,141
2019,2,17,0
2019,2,16,0
2019,2,15,150
2019,2,14,106
2019,2,13,70
2019,2,12,65
2019,2,3,19
2019,2,2,32
2019,2,1,58
2019,1,31,55
2019,1,30,81
2019,1,29,108
2019,1,28,179
2019,1,27,0
2019,1,26,0
2019,1,25,227
2019,1,24,199
2019,1,23,236
2019,1,22,226
2019,1,21,266
2019,1,20,0
2019,1,19,0
2019,1,18,322
2019,1,17,237
2019,1,16,221
2019,1,15,202
2019,1,14,258
2019,1,13,0
2019,1,12,0
2019,1,11,280
2019,1,10,250
2019,1,9,232
2019,1,8,210
2019,1,7,246
2019,1,6,0
2019,1,5,0
2019,1,4,242
2019,1,3,167
2019,1,2,143
2019,1,1,0
2018,12,31,0
2018,12,30,0
2018,12,29,211
2018,12,28,228
2018,12,27,230
2018,12,26,193
2018,12,25,224
2018,12,24,218
2018,12,23,0
2018,12,22,0
2018,12,21,287
2018,12,20,194
2018,12,19,191
2018,12,18,207
2018,12,17,216
2018,12,16,0
2018,12,15,0
2018,12,14,247
2018,12,13,226
2018,12,12,214
2018,12,11,193
2018,12,10,230
2018,12,9,0
2018,12,8,0
2018,12,7,237
2018,12,6,183
2018,12,5,165
2018,12,4,179
2018,12,3,194
2018,12,2,0
2018,12,1,0
2018,11,30,246
2018,11,29,205
2018,11,28,237
2018,11,27,213
2018,11,26,217
2018,11,25,0
2018,11,24,0
2018,11,23,232
2018,11,22,219
2018,11,21,215
2018,11,20,248
2018,11,19,225
2018,11,18,0
2018,11,17,0
2018,11,16,278
2018,11,15,210
2018,11,14,188
2018,11,13,225
2018,11,12,249
2018,11,11,0
2018,11,10,0
2018,11,9,258
2018,11,8,243
2018,11,7,205
2018,11,6,191
2018,11,5,221
2018,11,4,0
2018,11,3,0
2018,11,2,245
2018,11,1,192
2018,10,31,263
2018,10,30,242
2018,10,29,307
2018,10,28,0
2018,10,27,0
2018,10,26,322
2018,10,25,237
2018,10,24,247
2018,10,23,231
2018,10,22,270
2018,10,21,0
2018,10,20,0
2018,10,19,350
2018,10,18,251
2018,10,17,250
2018,10,16,271
2018,10,15,270
2018,10,14,0
2018,10,13,0
2018,10,12,339
2018,10,11,244
2018,10,10,209
2018,10,9,165
2018,10,8,157
2018,10,7,0
2018,10,6,0
2018,10,5,0
2018,10,4,0
2018,10,3,0
2018,10,2,0
2018,10,1,0
2018,9,30,187
2018,9,29,177
2018,9,28,210
2018,9,27,212
2018,9,26,223
2018,9,25,262
2018,9,24,0
2018,9,23,0
2018,9,22,0
2018,9,21,376
2018,9,20,312
2018,9,19,285
2018,9,18,302
2018,9,17,151
2018,9,16,0
2018,9,15,0
2018,9,14,362
2018,9,13,293
2018,9,12,258
2018,9,11,302
2018,9,10,324
2018,9,9,0
2018,9,8,0
2018,9,7,320
2018,9,6,276
2018,9,5,220
2018,9,4,249
2018,9,3,287
2018,9,2,0
2018,9,1,0
2018,8,31,366
2018,8,30,289
2018,8,29,294
2018,8,28,298
2018,8,27,346
2018,8,26,0
2018,8,25,0
2018,8,24,437
2018,8,23,349
2018,8,22,331
2018,8,21,319
2018,8,20,344
2018,8,19,0
2018,8,18,0
2018,8,17,413
2018,8,16,324
2018,8,15,337
2018,8,14,325
2018,8,13,362
2018,8,12,0
2018,8,11,0
2018,8,10,382
2018,8,9,351
2018,8,8,354
2018,8,7,342
2018,8,6,393
2018,8,5,0
2018,8,4,0
2018,8,3,408
2018,8,2,356
2018,8,1,334
2018,7,31,307
2018,7,30,385
2018,7,29,0
2018,7,28,0
2018,7,27,413
2018,7,26,358
2018,7,25,323
2018,7,24,317
2018,7,23,386
2018,7,22,0
2018,7,21,0
2018,7,20,411
2018,7,19,384
2018,7,18,348
2018,7,17,341
2018,7,16,373
2018,7,15,0
2018,7,14,0
2018,7,13,466
2018,7,12,387
2018,7,11,383
2018,7,10,339
2018,7,9,420
2018,7,8,0
2018,7,7,0
2018,7,6,408
2018,7,5,332
2018,7,4,289
2018,7,3,248
2018,7,2,336
2018,7,1,0
2018,6,30,0
2018,6,29,389
2018,6,28,310
2018,6,27,313
2018,6,26,313
2018,6,25,355
2018,6,24,0
2018,6,23,0
2018,6,22,416
2018,6,21,357
2018,6,20,319
2018,6,19,317
2018,6,18,0
2018,6,17,0
2018,6,16,0
2018,6,15,454
2018,6,14,321
2018,6,13,333
2018,6,12,355
2018,6,11,424
2018,6,10,0
2018,6,9,0
2018,6,8,434
2018,6,7,315
2018,6,6,312
2018,6,5,301
2018,6,4,317
2018,6,3,0
2018,6,2,0
2018,6,1,373
2018,5,31,317
2018,5,30,323
2018,5,29,318
2018,5,28,349
2018,5,27,0
2018,5,26,0
2018,5,25,403
2018,5,24,373
2018,5,23,331
2018,5,22,342
2018,5,21,352
2018,5,20,0
2018,5,19,0
2018,5,18,350
2018,5,17,364
2018,5,16,333
2018,5,15,395
2018,5,14,404
2018,5,13,0
2018,5,12,0
2018,5,11,454
2018,5,10,391
2018,5,9,338
2018,5,8,373
2018,5,7,359
2018,5,6,0
2018,5,5,0
2018,5,4,374
2018,5,3,294
2018,5,2,266
2018,5,1,0
2018,4,30,0
2018,4,29,0
2018,4,28,390
2018,4,27,387
2018,4,26,359
2018,4,25,346
2018,4,24,298
2018,4,23,380
2018,4,22,0
2018,4,21,0
2018,4,20,423
2018,4,19,383
2018,4,18,334
2018,4,17,328
2018,4,16,372
2018,4,15,0
2018,4,14,0
2018,4,13,419
2018,4,12,350
2018,4,11,351
2018,4,10,292
2018,4,9,286
2018,4,8,231
2018,4,7,0
2018,4,6,0
2018,4,5,0
2018,4,4,311
2018,4,3,250
2018,4,2,302
2018,4,1,0
2018,3,31,0
2018,3,30,362
2018,3,29,329
2018,3,28,363
2018,3,27,292
2018,3,26,321
2018,3,25,0
2018,3,24,0
2018,3,23,335
2018,3,22,341
2018,3,21,299
2018,3,20,227
2018,3,19,310
2018,3,18,0
2018,3,16,364
2018,3,15,313
2018,3,14,277
2018,3,13,274
2018,3,12,319
2018,3,11,0
2018,3,10,0
2018,3,9,329
2018,3,8,266
2018,3,7,262
2018,3,6,218
2018,3,5,253
2018,3,4,0
2018,3,3,0
2018,3,2,234
2018,3,1,172
2018,2,28,173
2018,2,27,201
2018,2,26,158
2018,2,25,0
2018,2,24,102
2018,2,23,95
2018,2,14,28
2018,2,13,80
2018,2,12,125
2018,2,11,163
2018,2,10,0
2018,2,9,314
2018,2,8,326
2018,2,7,318
2018,2,6,353
2018,2,5,387
2018,2,4,0
2018,2,3,0
2018,2,2,369
2018,2,1,292
2018,1,31,349
2018,1,30,358
2018,1,29,357
2018,1,28,0
2018,1,27,0
2018,1,26,411
2018,1,25,306
2018,1,24,305
2018,1,23,300
2018,1,22,307
2018,1,21,0
2018,1,20,0
2018,1,19,399
2018,1,18,289
2018,1,17,345
2018,1,16,301
2018,1,15,404
2018,1,14,0
2018,1,13,0
2018,1,12,419
2018,1,11,394
2018,1,10,295
2018,1,9,307
2018,1,8,384
2018,1,7,0
2018,1,6,0
2018,1,5,418
2018,1,4,309
2018,1,3,318
2018,1,2,232
2017,12,31,0
2017,12,30,0
2017,12,29,652
2017,12,28,521
2017,12,27,489
2017,12,26,288
2017,12,25,470
2017,12,24,0
2017,12,23,0
2017,12,22,522
2017,12,21,422
2017,12,20,462
2017,12,19,427
2017,12,18,402
2017,12,17,0
2017,12,16,0
2017,12,15,483
2017,12,14,359
2017,12,13,355
2017,12,12,392
2017,12,11,422
2017,12,10,0
2017,12,9,0
2017,12,8,385
2017,12,7,364
2017,12,6,260
2017,12,5,262
2017,12,4,272
2017,12,3,0
2017,12,2,0
2017,12,1,328
2017,11,30,277
2017,11,29,285
2017,11,28,263
2017,11,27,289
2017,11,26,0
2017,11,25,0
2017,11,24,332
2017,11,23,266
2017,11,22,283
2017,11,21,290
2017,11,20,316
2017,11,19,0
2017,11,18,0
2017,11,17,337
2017,11,16,270
2017,11,15,299
2017,11,14,286
2017,11,13,339
2017,11,12,0
2017,11,11,0
2017,11,10,376
2017,11,9,320
2017,11,8,321
2017,11,7,285
2017,11,6,284
2017,11,5,0
2017,11,4,0
2017,11,3,315
2017,11,2,275
2017,11,1,304
2017,10,31,336
2017,10,30,342
2017,10,29,0
2017,10,28,0
2017,10,27,367
2017,10,26,327
2017,10,25,351
2017,10,24,345
2017,10,23,406
2017,10,22,0
2017,10,21,0
2017,10,20,403
2017,10,19,384
2017,10,18,375
2017,10,17,369
2017,10,16,358
2017,10,15,0
2017,10,14,0
2017,10,13,357
2017,10,12,236
2017,10,11,216
2017,10,10,207
2017,10,9,194
2017,10,8,0
2017,10,7,0
2017,10,6,0
2017,10,5,0
2017,10,4,0
2017,10,3,0
2017,10,2,0
2017,10,1,0
2017,9,30,248
2017,9,29,326
2017,9,28,263
2017,9,27,265
2017,9,26,316
2017,9,25,352
2017,9,24,0
2017,9,23,0
2017,9,22,403
2017,9,21,306
2017,9,20,349
2017,9,19,319
2017,9,18,361
2017,9,17,0
2017,9,16,0
2017,9,15,416
2017,9,14,312
2017,9,13,337
2017,9,12,364
2017,9,11,375
2017,9,10,0
2017,9,9,0
2017,9,8,409
2017,9,7,314
2017,9,6,305
2017,9,5,277
2017,9,4,291
2017,9,3,0
2017,9,2,0
2017,9,1,333
2017,8,31,330
2017,8,30,300
2017,8,29,265
2017,8,28,363
2017,8,27,0
2017,8,26,0
2017,8,25,388
2017,8,24,273
2017,8,23,203
2017,8,22,319
2017,8,21,331
2017,8,20,0
2017,8,19,0
2017,8,18,339
2017,8,17,334
2017,8,16,330
2017,8,15,267
2017,8,14,342
2017,8,13,0
2017,8,12,0
2017,8,11,356
2017,8,10,151
2017,8,9,260
2017,8,8,253
2017,8,7,294
2017,8,6,0
2017,8,5,0
2017,8,4,340
2017,8,3,267
2017,8,2,249
2017,8,1,243
2017,7,31,313
2017,7,30,0
2017,7,29,0
2017,7,28,309
2017,7,27,266
2017,7,26,259
2017,7,25,312
2017,7,24,345
2017,7,23,0
2017,7,22,0
2017,7,21,339
2017,7,20,309
2017,7,19,236
2017,7,18,290
2017,7,17,313
2017,7,16,0
2017,7,15,0
2017,7,14,390
2017,7,13,321
2017,7,12,335
2017,7,11,308
2017,7,10,373
2017,7,9,0
2017,7,8,0
2017,7,7,403
2017,7,6,334
2017,7,5,282
2017,7,4,261
2017,7,3,275
2017,7,2,0
2017,7,1,0
2017,6,30,343
2017,6,29,283
2017,6,28,268
2017,6,27,305
2017,6,26,343
2017,6,25,0
2017,6,24,0
2017,6,23,366
2017,6,22,351
2017,6,21,319
2017,6,20,258
2017,6,19,377
2017,6,18,0
2017,6,17,0
2017,6,16,445
2017,6,15,307
2017,6,14,335
2017,6,13,0
2017,6,12,324
2017,6,11,0
2017,6,9,454
2017,6,8,327
2017,6,7,316
2017,6,6,324
2017,6,5,375
2017,6,4,0
2017,6,3,0
2017,6,2,356
2017,6,1,304
2017,5,31,312
2017,5,30,0
2017,5,29,0
2017,5,28,0
2017,5,27,372
2017,5,26,406
2017,5,25,352
2017,5,24,326
2017,5,23,347
2017,5,22,393
2017,5,21,0
2017,5,20,0
2017,5,19,426
2017,5,18,359
2017,5,17,115
2017,5,16,0
2017,5,15,0
2017,5,12,451
2017,5,11,390
2017,5,10,354
2017,5,9,319
2017,5,8,367
2017,5,7,0
2017,5,6,0
2017,5,5,419
2017,5,4,309
2017,5,3,305
2017,5,2,292
2017,5,1,0
2017,4,30,0
2017,4,29,0
2017,4,28,529
2017,4,27,385
2017,4,26,377
2017,4,25,354
2017,4,24,418
2017,4,23,0
2017,4,22,0
2017,4,21,443
2017,4,20,375
2017,4,19,357
2017,4,18,385
2017,4,17,407
2017,4,16,0
2017,4,15,0
2017,4,14,450
2017,4,13,417
2017,4,12,362
2017,4,11,332
2017,4,10,344
2017,4,9,0
2017,4,8,0
2017,4,7,346
2017,4,6,280
2017,4,5,212
2017,4,4,0
2017,4,3,0
2017,4,2,0
2017,4,1,278
2017,3,31,317
2017,3,30,274
2017,3,29,288
2017,3,28,249
2017,3,27,273
2017,3,26,0
2017,3,25,0
2017,3,24,351
2017,3,23,276
2017,3,22,236
2017,3,21,216
2017,3,20,301
2017,3,19,0
2017,3,18,0
2017,3,17,291
2017,3,16,224
2017,3,15,221
2017,3,14,236
2017,3,13,218
2017,3,12,0
2017,3,11,0
2017,3,10,233
2017,3,9,197
2017,3,8,180
2017,3,7,185
2017,3,6,202
2017,3,5,0
2017,3,4,0
2017,3,3,216
2017,3,2,172
2017,3,1,164
2017,2,28,174
2017,2,27,183
2017,2,26,0
2017,2,25,0
2017,2,24,221
2017,2,23,158
2017,2,22,158
2017,2,21,170
2017,2,20,183
2017,2,19,0
2017,2,18,0
2017,2,17,221
2017,2,16,166
2017,2,15,131
2017,2,14,127
2017,2,13,155
2017,2,12,0
2017,2,11,0
2017,2,10,133
2017,2,9,105
2017,2,8,95
2017,2,7,95
2017,2,6,69
2017,2,5,0
2017,1,26,24
2017,1,25,68
2017,1,24,115
2017,1,23,127
2017,1,22,83
2017,1,20,191
2017,1,19,167
2017,1,18,225
2017,1,17,200
2017,1,16,255
2017,1,15,0
2017,1,14,0
2017,1,13,234
2017,1,12,229
2017,1,11,277
2017,1,10,264
2017,1,9,223
2017,1,8,0
2017,1,7,0
2017,1,6,266
2017,1,5,202
2017,1,4,169
2017,1,3,160
2017,1,2,0
2017,1,1,0
2016,12,31,0
2016,12,30,309
2016,12,29,230
2016,12,28,197
2016,12,27,201
2016,12,26,223
2016,12,25,0
2016,12,24,0
2016,12,23,217
2016,12,22,203
2016,12,21,214
2016,12,20,263
2016,12,19,250
2016,12,18,0
2016,12,17,0
2016,12,16,225
2016,12,15,184
2016,12,14,174
2016,12,13,181
2016,12,12,211
2016,12,11,0
2016,12,10,0
2016,12,9,239
2016,12,8,190
2016,12,7,176
2016,12,6,202
2016,12,5,245
2016,12,4,0
2016,12,3,0
2016,12,2,220
2016,12,1,175
2016,11,30,202
2016,11,29,202
2016,11,28,227
2016,11,27,0
2016,11,26,0
2016,11,25,264
2016,11,24,259
2016,11,23,250
2016,11,22,217
2016,11,21,255
2016,11,20,0
2016,11,19,0
2016,11,18,266
2016,11,17,238
2016,11,16,254
2016,11,15,238
2016,11,14,285
2016,11,13,0
2016,11,12,0
2016,11,11,317
2016,11,10,269
2016,11,9,274
2016,11,8,306
2016,11,7,516
2016,11,6,0
2016,11,5,0
2016,11,4,503
2016,11,3,463
2016,11,2,386
2016,11,1,430
2016,10,31,465
2016,10,30,0
2016,10,29,0
2016,10,28,495
2016,10,27,437
2016,10,26,281
2016,10,25,445
2016,10,24,709
2016,10,23,0
2016,10,22,0
2016,10,21,0
2016,10,20,477
2016,10,19,432
2016,10,18,452
2016,10,17,455
2016,10,16,0
2016,10,15,0
2016,10,14,476
2016,10,13,400
2016,10,12,335
2016,10,11,302
2016,10,10,291
2016,10,9,334
2016,10,8,305
2016,10,7,0
2016,10,6,0
2016,10,5,0
2016,10,4,0
2016,10,3,0
2016,10,2,0
2016,10,1,0
2016,9,30,395
2016,9,29,386
2016,9,28,359
2016,9,27,376
2016,9,26,432
2016,9,25,0
2016,9,24,0
2016,9,23,482
2016,9,22,429
2016,9,21,389
2016,9,20,376
2016,9,19,335
2016,9,18,348
2016,9,17,0
2016,9,16,0
2016,9,15,0
2016,9,14,482
2016,9,13,447
2016,9,12,433
2016,9,11,0
2016,9,10,0
2016,9,9,421
2016,9,8,378
2016,9,7,340
2016,9,6,333
2016,9,5,383
2016,9,4,0
2016,9,3,0
2016,9,2,395
2016,9,1,533
2016,8,31,322
2016,8,30,327
2016,8,29,404
2016,8,28,0
2016,8,27,0
2016,8,26,377
2016,8,25,342
2016,8,24,345
2016,8,23,397
2016,8,22,355
2016,8,21,0
2016,8,20,0
2016,8,19,416
2016,8,18,352
2016,8,17,320
2016,8,16,369
2016,8,15,367
2016,8,14,0
2016,8,13,0
2016,8,12,398
2016,8,11,363
2016,8,10,320
2016,8,9,305
2016,8,8,395
2016,8,7,0
2016,8,6,0
2016,8,5,394
2016,8,4,344
2016,8,3,364
2016,8,2,0
2016,8,1,331
2016,7,31,0
2016,7,30,0
2016,7,29,434
2016,7,28,318
2016,7,27,319
2016,7,26,297
2016,7,25,366
2016,7,24,0
2016,7,23,0
2016,7,22,397
2016,7,21,349
2016,7,20,319
2016,7,19,273
2016,7,18,323
2016,7,17,0
2016,7,16,0
2016,7,15,352
2016,7,14,275
2016,7,13,334
2016,7,12,291
2016,7,11,314
2016,7,10,0
2016,7,9,0
2016,7,8,310
2016,7,7,275
2016,7,6,246
2016,7,5,238
2016,7,4,243
2016,7,3,0
2016,7,2,0
2016,7,1,250
2016,6,30,227
2016,6,29,229
2016,6,28,247
2016,6,27,262
2016,6,26,0
2016,6,25,0
2016,6,24,295
2016,6,23,248
2016,6,22,247
2016,6,21,243
2016,6,20,257
2016,6,19,0
2016,6,18,0
2016,6,17,306
2016,6,16,240
2016,6,15,252
2016,6,14,206
2016,6,13,237
2016,6,12,198
2016,6,11,0
2016,6,10,0
2016,6,9,0
2016,6,8,306
2016,6,7,226
2016,6,6,279
2016,6,5,0
2016,6,3,226
2016,6,2,449
2016,6,1,230
2016,5,31,241
2016,5,30,233
2016,5,29,0
2016,5,28,0
2016,5,27,266
2016,5,26,241
2016,5,25,259
2016,5,24,140
2016,5,23,424
2016,5,22,0
2016,5,21,105
2016,5,20,9
2016,5,19,261
2016,5,18,277
2016,5,17,462
2016,5,16,107
2016,5,15,0
2016,5,14,0
2016,5,13,305
2016,5,12,214
2016,5,11,229
2016,5,10,240
2016,5,9,248
2016,5,8,0
2016,5,7,0
2016,5,6,265
2016,5,5,222
2016,5,4,157
2016,5,3,176
2016,5,2,0
2016,5,1,0
2016,4,30,0
2016,4,29,357
2016,4,28,379
2016,4,27,356
2016,4,26,337
2016,4,25,454
2016,4,24,0
2016,4,23,0
2016,4,22,497
2016,4,21,475
2016,4,20,452
2016,4,19,411
2016,4,18,404
2016,4,17,0
2016,4,16,0
2016,4,15,579
2016,4,14,474
2016,4,13,443
2016,4,12,427
2016,4,11,580
2016,4,10,0
2016,4,9,0
2016,4,8,510
2016,4,7,463
2016,4,6,493
2016,4,5,584
2016,4,4,0
2016,4,3,0
2016,4,2,0
2016,4,1,800
2016,3,31,1167
2016,3,30,1176
2016,3,29,1072
2016,3,28,1064
2016,3,27,0
2016,3,26,0
2016,3,25,1071
2016,3,24,1015
2016,3,23,969
2016,3,22,887
2016,3,21,961
2016,3,20,0
2016,3,19,0
2016,3,18,981
2016,3,17,833
2016,3,16,852
2016,3,15,712
2016,3,14,812
2016,3,13,0
2016,3,12,0
2016,3,11,928
2016,3,10,764
2016,3,9,707
2016,3,8,769
2016,3,7,811
2016,3,6,0
2016,3,5,0
2016,3,4,925
2016,3,3,707
2016,3,2,637
2016,3,1,633
2016,2,29,894
2016,2,28,0
2016,2,27,0
2016,2,26,874
2016,2,25,737
2016,2,24,669
2016,2,23,566
2016,2,22,588
2016,2,21,0
2016,2,20,0
2016,2,19,541
2016,2,18,456
2016,2,17,429
2016,2,16,338
2016,2,15,215
2016,2,14,57
2016,2,6,47
2016,2,5,289
2016,2,4,420
2016,2,3,579
2016,2,2,607
2016,2,1,769
2016,1,31,0
2016,1,30,0
2016,1,29,1024
2016,1,28,928
2016,1,27,899
2016,1,26,914
2016,1,25,1009
2016,1,24,0
2016,1,23,0
2016,1,22,1070
2016,1,21,904
2016,1,20,847
2016,1,19,819
2016,1,18,873
2016,1,17,0
2016,1,16,0
2016,1,15,892
2016,1,14,793
2016,1,13,818
2016,1,12,721
2016,1,11,823
2016,1,10,0
2016,1,9,0
2016,1,8,806
2016,1,7,709
2016,1,6,612
2016,1,5,549
2016,1,4,466
2016,1,3,0
2016,1,2,0
2016,1,1,0
2015,12,31,816
2015,12,30,715
2015,12,29,662
2015,12,28,623
2015,12,27,0
2015,12,26,0
2015,12,25,736
2015,12,24,650
2015,12,23,624
2015,12,22,588
2015,12,21,638
2015,12,20,1
2015,12,19,0
2015,12,18,675
2015,12,17,619
2015,12,16,599
2015,12,15,493
2015,12,14,600
2015,12,13,0
2015,12,12,0
2015,12,11,617
2015,12,10,605
2015,12,9,475
2015,12,8,485
2015,12,7,556
2015,12,6,0
2015,12,5,0
2015,12,4,691
2015,12,3,504
2015,12,2,439
2015,12,1,539
2015,11,30,537
2015,11,29,0
2015,11,28,0
2015,11,27,619
2015,11,26,517
2015,11,25,470
2015,11,24,486
2015,11,23,546
2015,11,22,0
2015,11,21,0
2015,11,20,578
2015,11,19,507
2015,11,18,435
2015,11,17,481
2015,11,16,521
2015,11,15,0
2015,11,14,0
2015,11,13,578
2015,11,12,538
2015,11,11,475
2015,11,10,486
2015,11,9,466
2015,11,8,0
2015,11,7,0
2015,11,6,566
2015,11,5,517
2015,11,4,453
2015,11,3,456
2015,11,2,505
2015,11,1,0
2015,10,31,0
2015,10,30,612
2015,10,29,554
2015,10,28,462
2015,10,27,435
2015,10,26,513
2015,10,25,0
2015,10,24,0
2015,10,23,570
2015,10,22,465
2015,10,21,455
2015,10,20,401
2015,10,19,475
2015,10,18,0
2015,10,17,0
2015,10,16,542
2015,10,15,388
2015,10,14,331
2015,10,13,307
2015,10,12,322
2015,10,11,0
2015,10,10,262
2015,10,9,281
2015,10,8,235
2015,10,7,0
2015,10,6,0
2015,10,5,0
2015,10,4,0
2015,10,3,0
2015,10,2,0
2015,9,30,786
2015,9,29,741
2015,9,28,664
2015,9,27,0
2015,9,26,0
2015,9,25,733
2015,9,24,668
2015,9,23,665
2015,9,22,640
2015,9,21,625
2015,9,20,0
2015,9,19,0
2015,9,18,756
2015,9,17,422
2015,9,16,507
2015,9,15,488
2015,9,14,526
2015,9,13,0
2015,9,12,0
2015,9,11,622
2015,9,10,570
2015,9,9,442
2015,9,8,414
2015,9,7,407
2015,9,6,388
2015,9,5,0
2015,9,4,0
